KIJ,Niigata Airport,Niigata,JP
OBO,Obihiro Airport,Obihiro,JP
ONJ,Odate Noshiro Airport,Odate/Noshiro,JP
OIT,Oita Airport,Oita,JP
OKJ,Okayama Airport,Okayama,JP
OKA,Naha Airport,Okinawa,JP
KIX,Kansai International Airport,Osaka-Kansai,JP
UKB,Kobe Airport,Osaka-Kobe,JP
ITM,Osaka Int'l (Itami) Airport,Osaka-Osaka Int'l (Itami),JP
OIM,Oshima Airport,Oshima,JP
RIS,Rishiri Airport,Rishiri,JP
HSG,Saga Airport,Saga,JP
CTS,New Chitose Airport,Sapporo,JP
SDJ,Sendai Airport,Sendai,JP
FSZ,Mount Fuji Airport,Shizuoka,JP
SYO,Shonai Airport,Shonai,JP
TAK,Takamatsu Airport,Takamatsu,JP
TKS,Tokushima Airport,Tokushima,JP
NRT,Narita International,Tokyo-Narita,JP
HND,Tokyo International (Haneda) Airport,Tokyo-Tokyo,JP
TTJ,Tottori Airport,Tottori,JP
TOY,Toyama Airport,Toyama,JP
TSJ,Tsushima Airport,Tsushima,JP
UBJ,Yamaguchi-Ube Airport,Ube,JP
NTQ,Noto Airport,Wajima,JP
WKJ,Hokkaido Airport,Wakkanai,JP
YGJ,Miho Airport,Yonago,JP
JER,States Airport,Jersey,JE
AMM,Queen Alia International Airport,Amman,JO
AQJ,King Hussein International Airport,Aqaba,JO
ALA,Almaty International Airport,Almaty,KZ
TSE,Astana International Airport,Astana,KZ
MBA,Moi International Airport,Mombasa,KE
NBO,Jomo Kenyatta International Airport,Nairobi,KE
PUS,Gimhae International Airport,Busan,KR
CJJ,Cheongju  International Airport,Cheongju,KR
TAE,Daegu International Airport,Daegu,KR
KWJ,Gwangju Airport,Gwangju,KR
CJU,Jeju International Airport,Jeju,KR
HIN,Sacheon Airport,Jinju,KR
MWX,Muan International Airport,Muan,KR
GMP,Gimpo International Airport,Seoul-Gimpo,KR
ICN,Incheon International Airport,Seoul-Incheon,KR
USN,Ulsan Airport,Ulsan,KR
RSU,Yeosu/Suncheon Airport,Yeosu/Suncheon,KR
FNJ,Sunan International Airport,Pyongyang,KP
KWI,Kuwait International Airport,Kuwait,KW
FRU,Manas International Airport,Bishkek,KG
OSS,Osh Airport,Osh,KG
LPQ,Luang Prabang International Airport,Luang Prabang,LA
VTE,Wattay International Airport,Vientiane,LA
RIX,Riga International Airport,Riga,LV
BEY,Rafic Hariri International,Beirut,LB
ROB,Roberts International Airport,Monrovia,LR
MRA,Misurata Airport,Misurata,LY
PLQ,Palanga International Airport,Klaipeda/Palanga,LT
VNO,Vilnius International Airport,Vilnius,LT
LUX,Luxembourg Airport,Luxembourg,LU
MFM,Macau International Airport,Macau,MO
SKP,Skopje Airport,Skopje,MK
BLZ,Chileka International Airport,Blantyre,MW
LLW,Kamuzu International Airport,Lilongwe,MW
BKI,Kota Kinabalu International Airport,Kota Kinabalu,MY
KUL,Kuala Lumpur International Airport,Kuala Lumpur,MY
PEN,Penang International Airport,Penang,MY
MLE,Ibrahim Nasir Intl Airport,Male,MV
BKO,Senou International Airport,Bamako,ML
MLA,Luqa Airport,Malta,MT
KWA,Bucholz AAF,Kwajalein Island,MH
MAJ,Amata Kabua International Airport,Majuro,MH
FDF,Martinique A. Cesaire Airport,Fort-de-France,MQ
NKC,Nouakchott Airport,Nouakchott,MR
MRU,Sir S. Ramgoolam Intl Airport,Mauritius,MU
ACA,Juan N. Alvarez Intl Airport,Acapulco,MX
AGU,Jesus Teran Peredo Intl Airport,Aguascalientes,MX
CUN,Cancun International Airport,Cancun,MX
CUU,R. Fierro Villalobos Airport,Chihuahua,MX
CME,Ciudad Del Carmen Intl Airport,Ciudad Del Carmen,MX
CZM,Cozumel  Intl Airport,Cozumel,MX
DGO,Guadalupe Victoria Intl Airport,Durango,MX
GDL,Miguel Hidalgo Intl Airport,Guadalajara,MX
HUX,Bahia de Huatulco Intl Airport,Huatulco,MX
ZIH,Ixtapa/Zihuatanejo Intl Airport,Ixtapa/Zihuatanejo,MX
BJX,Del Bajio Airport,Leon/Guanajuato,MX
ZLO,Playa de Oro Intl Airport,Manzanillo,MX
MID,M. Crescencio Rejon Airport,Merida,MX
MEX,Benito Juarez Intl Airport,Mexico City,MX
MTY,Mariano Escobedo Intl Airport,Monterrey,MX
MLM,F.J. Mujica Intl Airport,Morelia,MX
OAX,Xoxocotlan Intl Airport,Oaxaca,MX
PBC,Hermanos Serdan Intl Airport,Puebla,MX
PVR,G. Diaz Ordaz Intl Airport,Puerto Vallarta,MX
QRO,Queretaro Intl Airport,Queretaro,MX
SJD,Los Cabos International Airport,San Jose del Cabo,MX
SLP,Ponciano Arriaga Intl Airport,San Luis Potosi,MX
TAM,F. Javier Mina Intl Airport,Tampico,MX
TRC,Francisco Sarabia Intl Airport,Torreon,MX
VER,Heriberto Jara Intl Airport,Veracruz,MX
VSA,C.Rovirosa Perez Intl Airport,Villahermosa,MX
TKK,Chuuk International Airport,Chuuk,FM
KSA,Kosrae International Airport,Kosrae,FM
PNI,Pohnpei International Airport,Pohnpei,FM
YAP,Yap International Airport,Yap,FM
KIV,Chisinau Airport,Chisinau,MD
ULN,Chinggis Khaan Int'l Airport,Ulaanbaatar,MN
TGD,Golubovci Airport,Podgorica,ME
AGA,Al Massira Airport,Agadir,MA
CMN,Mohammed V Airport,Casablanca,MA
RAK,Menara Airport,Marrakech,MA
TNG,Ibn Batouta Airport,Tangier,MA
MPM,Maputo International Airport,Maputo,MZ
APL,Nampula Airport,Nampula,MZ
MDL,Annisaton International Airport,Mandalay,MM
RGN,Mingaladon Int'l Airport,Yangon,MM
WDH,Hosea Kutako International Airport,Windhoek,NA
KTM,Tribhuvan International Airport,Kathmandu,NP
AMS,Schiphol Airport,Amsterdam,NL
RTM,Rotterdam Airport,Rotterdam,NL
NOU,La Tontouta Airport,Noumea,NC
AKL,Auckland International Airport,Auckland,NZ
BHE,WoodBourne Airport,Blenheim,NZ
CHC,Christchurch International Airport,Christchurch,NZ
DUD,Dunedin International Airport,Dunedin,NZ
GIS,Gisborne Airport,Gisborne,NZ
HLZ,Hamilton International Airport,Hamilton,NZ
HKK,Hokitika Airport,Hokitika,NZ
IVC,Invercargill Airport,Invercargill,NZ
KAT,Kaitaia Airport,Kaitaia,NZ
KKE,Bay of Islands Airport,Kerikeri,NZ
NPE,Hawkes Bay Airport,Napier/Hastings,NZ
NSN,Nelson Airport,Nelson,NZ
NPL,New Plymouth Airport,New Plymouth,NZ
PMR,Palmerston North Airport,Palmerston North,NZ
PPQ,Kapiti Coast Airport,Paraparaumu,NZ
ZQN,Queenstown Airport,Queenstown,NZ
ROT,Rotorua International Airport,Rotorua,NZ
TUO,Taupo Airport,Taupo,NZ
TRG,Tauranga Airport,Tauranga,NZ
TIU,Richard Pearse Airport,Timaru,NZ
WAG,Wanganui Airport,Wanganui,NZ
WLG,Wellington International Airport,Wellington,NZ
WSZ,Westport Airport,Westport,NZ
WHK,Whakatane Airport,Whakatane,NZ
WRE,Whangarei Airport,Whangarei,NZ
MGA,Augusto C. Sandino Intl Airport,Managua,NI
NIM,Diori Hamani Intl Airport,Niamey,NE
ABV,Nnamdi Azikiwe Intl Airport,Abuja,NG
ENU,Akanu Ibiam Intl Airport,Enugu,NG
KAN,Mallam Aminu Kano Intl Airport,Kano,NG
LOS,Murtala Muhammed Int'l Airport,Lagos,NG
PHC,Port Harcourt Int'l Airport,Port Harcourt,NG
IUE,Hanan International Airport,Niue Island,NU
NLK,Norfolk Island Airport,Norfolk Island,NF
ROP,Rota International Airport,Rota,MP
SPN,Francisco C. Ada International,Saipan,MP
AES,Vigra Airport,Aalesund,NO
ALF,Alta Airport,Alta,NO
BGO,Flesland Airport,Bergen,NO
BOO,Bodo Airport,Bodo,NO
EVE,Evenes Airport,Harstad-Narvik,NO
HAU,Haugesund Airport,Haugesund,NO
KKN,Hoeybuktmoen Airport,Kirkenes,NO
KRS,Kjevik Airport,Kristiansand,NO
KSU,Kvernberget Airport,Kristiansund,NO
LYR,Svalbard Airport,Longyearbyen,NO
MOL,Aro Airport,Molde,NO
OSL,Oslo Airport,Oslo-Oslo,NO
TRF,Sandefjord Airport,Oslo-Sandefjord,NO
SVG,Sola Airport,Stavanger,NO
TOS,Tromso/Langnes Airport,Tromso,NO
TRD,Vaernes Airport,Trondheim,NO
MCT,Muscat International Airport,Muscat,OM
ISB,Benazir Bhutto Intl Airport,Islamabad,PK
KHI,Jinnah International Airport,Karachi,PK
LHE,Allama Iqbal International Airport,Lahore,PK
ROR,Palau International Airport,Koror,PW
DAV,Enrique Malek Intl Airport,David,PA
PTY,Tocumen International Airport,Panama City,PA
ASU,Silvio Pettirossi Intl Airport,Asuncion,PY
AQP,Rodriguez Ballon Intl Airport,Arequipa,PE
CIX,J.A. Quinones Gonzalez Airport,Chiclayo,PE
CUZ,A. Velasco Astete Intl Airport,Cusco,PE
IQT,F. Secada Vignetta Airport,Iquitos,PE
JUL,Inco Mnco Capac Intl Airport,Juliaca,PE
LIM,Jorge Chavez Intl Airport,Lima,PE
PIU,G. Concha Iberico Intl Airport,Piura,PE
PEM,Padre Aldamiz Intl Airport,Puerto Maldonado,PE
TRU,C. Martinez de Pinillos Airport,Trujillo,PE
CRK,Clark International Airport,Angeles/Mabalacat,PH
CEB,Mactan International Airport,Cebu,PH
MNL,Ninoy Aquino International Airport,Manila,PH
BZG,Bydgoszcz Airport,Bydgoszcz,PL
GDN,Lech Walesa Airport,Gdansk,PL
KTW,Pyrzowice Airport,Katowice,PL
KRK,J. Paul II Balice International Airport,Krakow,PL
LCJ,Wladyslaw Reymont Airport,Lodz,PL
LUZ,Lublin Airport,Lublin,PL
POZ,Lawica Airport,Poznan,PL
RZE,Jasionka Airport,Rzeszow,PL
SZZ,Goleniow Airport,Szczecin,PL
WAW,Frederic Chopin Airport,Warsaw,PL
WRO,Strachowice Airport,Wroclaw,PL
FAO,Faro Airport,Faro,PT
LIS,Lisboa Airport,Lisbon,PT
FNC,Madeira Airport,Madeira,PT
PDL,Nordela Airport,Ponta Delgada (Azores),PT
PXO,Porto Santo Airport,Porto Santo,PT
OPO,Porto Airport,Porto,PT
TER,Lajes Airport,Terceira,PT
BQN,Rafael Hernandez Airport,Aguadilla,PR
SJU,Luis Munoz Marin International Airport,San Juan,PR
DOH,Hamad International Airport,Doha,QA
OTP,Otopeni International Airport,Bucharest,RO
CLJ,Napoca Airport,Cluj,RO
CND,Mihail Kogalniceanu Airport,Constanta,RO
IAS,Iasi Airport,Iasi,RO
SBZ,Sibiu Airport,Sibiu,RO
TSR,Traian Vuia Airport,Timisoara,RO
ASF,Astrakhan Airport,Astrakhan,RU
HTA,Kadala Airport,Chita,RU
KZN,Kazan International Airport,Kazan,RU
KHV,Novy Airport,Khabarovsk,RU
KRR,Pashkovsky Airport,Krasnodar,RU
DME,Domodedovo Airport,Moscow-Domodedovo,RU
SVO,Sheremetyevo Airport,Moscow-Sheremetyevo,RU
VKO,Vnukovo Airport,Moscow-Vnukovo,RU
GOJ,Strigino Airport,Nizhny Novgorod,RU
OVB,Tolmachevo Airport,Novosibirsk,RU
ROV,Rostov Airport,Rostov,RU
KUF,Kurumoch Airport,Samara,RU
AER,Sochi International,Sochi,RU
LED,Pulkovo Airport,St Petersburg,RU
STW,Shpakovskoye Airport,Stavropol,RU
UFA,Ufa Airport,Ufa,RU
VVO,Knevichi Airport,Vladivostok,RU
SVX,Koltsovo Airport,Yekaterinburg,RU
UUS,Khomutovo Airport,Yuzhno-Sakhalinsk,RU
KGL,Kigali International Airport,Kigali,RW
SKB,Robert L. Bradshaw Intl Airport,St Kitts,KN
UVF,Hewnorra Intl Airport,St Lucia,LC
APW,Falcolo International Airport,Apia,WS
TMS,Sao Tome International Airport,Sao Tome,ST
DMM,King Fahd International Airport,Dammam,SA
ELQ,Gassim Airport,Gassim,SA
JED,King Abdulaziz International Airport,Jeddah,SA
MED,Mohammad Bin Abdulaziz Airport,Madinah,SA
RUH,King Kalid International Airport,Riyadh,SA
TIF,Taif Airport,Taif,SA
YNB,Yanbu al Bahr Airport,Yanbu al Bahr,SA
DKR,Leopold Sedar Senghor,Dakar,SN
BEG,Nikola Tesla Airport,Belgrade,RS
PRN,Pristina International Airport,Pristina,RS
SEZ,Seychelles International Airport,Mahe Island,SC
FNA,Lungi International Airport,Freetown,SL
SIN,Changi Airport,Singapore,SG
SXM,Princess Juliana Intl Airport,St Maarten,SX
KSC,Barca Airport,Kosice,SK
LJU,Joze Pucnik Airport,Ljubljana,SI
MBX,Edvard Rusjan Airport,Maribor,SI
HGA,Egal International Airport,Hargeisa,SO
MGQ,Aden Adde Int'l Airport,Mogadishu,SO
CPT,Cape Town International Airport,Cape Town,ZA
DUR,King Shaka Int'l Airport,Durban,ZA
ELS,East London Airport,East London,ZA
JNB,O.R. Tambo International Airport,Johannesburg,ZA
PLZ,Port Elizabeth Airport,Port Elizabeth,ZA
JUB,Juba Airport,Juba,SS
LCG,A Coruna Airport,A Coruna,ES
ALC,Alicante Airport,Alicante,ES
OVD,Asturias Airport,Asturias,ES
BCN,Barcelona Airport,Barcelona,ES
BIO,Bilbao Airport,Bilbao,ES
FUE,Fuerteventura Airport,Fuerteventura,ES
LPA,Gran Canaria Airport,Gran Canaria,ES
IBZ,Ibiza Airport,Ibiza,ES
ACE,Lanzarote Airport,Lanzarote,ES
MAD,Adolfo Suarez-Barajas Airport,Madrid,ES
AGP,Malaga Airport,Malaga,ES
MAH,Mahon Airport,Menorca,ES
PMI,Palma Mallorca Airport,Palma De Mallorca,ES
SCQ,Santiago De Compostela Airport,Santiago De Compostela,ES
SVQ,Sevilla Airport,Sevilla,ES
TFS,Tenerife-Sur,Tenerife,ES
VLC,Valencia Airport,Valencia,ES
CMB,Bandaranaike International Airport,Colombo,LK
KRT,Khartoum International,Khartoum,SD
AGH,Angelholm Airport,Angelholm/Helsingborg,SE
GOT,Landvetter Airport,Gothenburg,SE
KLR,Kalmar Airport,Kalmar,SE
KRN,Kiruna Airport,Kiruna,SE
LPI,Linkoping Airport,Linkoping,SE
LLA,Kallax Airport,Lulea,SE
MMX,Sturup Airport,Malmo,SE
OSD,Froesoe Airport,Ostersund,SE
RNB,Kallinge Airport,Ronneby,SE
SFT,Skelleftea Airport,Skelleftea,SE
ARN,Arlanda Airport,Stockholm-Arlanda,SE
BMA,Bromma Airport,Stockholm-Bromma,SE
SDL,Sundsvall/Harnosand Airport,Sundsvall,SE
UME,Umea Airport,Umea,SE
VBY,Visby Airport,Visby,SE
BSL,EuroAirport Swiss,Basel/Mulhouse,CH
GVA,Geneva International Airport,Geneva,CH
LUG,Agno Airport,Lugano,CH
ZRH,Zurich Airport,Zurich,CH
KHH,Kaohsiung International Airport,Kaohsiung,TW
RMQ,Cingcyuangang Airport,Taichung,TW
TSA,Songshan Airport,Taipei-Songshan,TW
TPE,Taiwan Taoyuan International Airport,Taipei-Taiwan Taoyuan,TW
DYU,Dushanbe International Airport,Dushanbe,TJ
DAR,Julius Nyerere International Airport,Dar Es Salaam,TZ
JRO,Kilimanjaro International Airport,Kilimanjaro,TZ
ZNZ,Zanzibar International Airport,Zanzibar,TZ
BKK,Suvarnabhumi International,Bangkok,TH
CNX,Chiang Mai International Airport,Chiang Mai,TH
HDY,Hat Yai International Airport,Hat Yai,TH
KKC,Khon Kaen Airport,Khon Kaen,TH
USM,Ko Samui Airport,Ko Samui,TH
KBV,Krabi Airport,Krabi,TH
HKT,Phuket International Airport,Phuket,TH
URT,Surat Thani Airport,Surat Thani,TH
LFW,G. Eyadema International Airport,Lome,TG
TBU,Fua'amotu International Airport,Nuku'alofa,TO
POS,Piarco Intl Airport,Port of Spain,TT
TUN,Carthage Airport,Tunis,TN
ADA,Sakirpasa Airport,Adana,TR
ADF,Adiyaman Airport,Adiyaman,TR
AJI,Agri Airport,Agri,TR
MZH,Merzifon Airport,Amasya,TR
ESB,Esenboga Airport,Ankara,TR
AYT,Antalya Airport,Antalya,TR
BAL,Batman Airport,Batman,TR
BGG,Bingol Airport,Bingol,TR
BJV,Milas Airport,Bodrum,TR
YEI,Yenisehir Airport,Bursa,TR
CKZ,Canakkale Airport,Canakkale,TR
DLM,Dalaman Airport,Dalaman,TR
DNZ,Cardak Airport,Denizli,TR
DIY,Diyarbakir Airport,Diyarbakir,TR
EDO,Koca Seyit Airport,Edremit,TR
EZS,Elazig Airport,Elazig,TR
ERC,Erzincan Airport,Erzincan,TR
ERZ,Erzurum Airport,Erzurum,TR
AOE,Anadolu Airport,Eskisehir,TR
GZT,Oguzeli,Gaziantep,TR
GZP,Gazipasa Airport,Gazipasa,TR
HTY,Hatay Airport,Hatay,TR
IGD,Igdir Airport,Igdir,TR
ISE,Suleyman Demirel Airport,Isparta,TR
IST,Ataturk Airport,Istanbul-Ataturk,TR
SAW,Sabiha Gokcen Airport,Istanbul-Sabiha Gokcen,TR
ADB,Adnan Menderes Airport,Izmir,TR
KCM,Kahramanmaras Airport,Kahramanmaras,TR
KSY,Kars Airport,Kars,TR
KFS,Kastamonu Airport,Kastamonu,TR
ASR,Erkilet Airport,Kayseri,TR
KYA,Konya Airport,Konya,TR
KZR,Zafer Airport,Kutahya,TR
MLX,Erhac Airport,Malatya,TR
MQM,Mardin Airport,Mardin,TR
MSR,Mus Airport,Mus,TR
NAV,Kapodokya Airport,Nevsehir,TR
SZF,Carsamba Airport,Samsun,TR
GNY,Guney Anadolu Projesi Airport,Sanliurfa,TR
NOP,Sinop Airport,Sinop,TR
NKT,Sirnak Airport,Sirnak,TR
VAS,Sivas Airport,Sivas,TR
TEQ,Corlu Airport,Tekirdag,TR
TZX,Trabzon Airport,Trabzon,TR
VAN,Ferit Melen Airport,Van,TR
ASB,Ashgabat International Airport,Ashgabat,TM
PLS,Providenciales International Airport,Providenciales,TC
EBB,Entebbe International Airport,Entebbe,UG
DNK,Dnipropetrovsk Int'l Airport,Dnipropetrovsk,UA
KHE,Kherson Airport,Kherson,UA
KBP,Boryspil International  Airport,Kiev-Boryspil,UA
IEV,Zhuliany International Airport,Kiev-Zhuliany,UA
LWO,Lviv International Airport,Lviv,UA
ODS,Odesa-Central Int'l Airport,Odesa,UA
AUH,Abu Dhabi International Airport,Abu Dhabi,AE
DXB,Dubai International Airport,Dubai,AE
SHJ,Sharjah Airport,Sharjah,AE
ABZ,Dyce Airport,Aberdeen,GB
BFS,Belfast International Airport,Belfast,GB
BHX,Birmingham Airport,Birmingham,GB
BRS,Bristol Airport,Bristol,GB
EDI,Edinburgh Airport,Edinburgh,GB
GLA,Glasgow International Airport,Glasgow,GB
LCY,City Airport,London-City,GB
LGW,Gatwick Airport,London-Gatwick,GB
LHR,Heathrow Airport,London-Heathrow,GB
SEN,Southend Airport,London-Southend,GB
STN,Stansted Airport,London-Stansted,GB
MAN,Manchester Airport,Manchester,GB
NCL,Newcastle International Airport,Newcastle,GB
CAK,Akron/Canton Regional Airport,Akron/Canton,US
ALB,Albany International Airport,Albany,US
ABQ,International Sunport Airport,Albuquerque,US
AEX,Alexandria International Airport,Alexandria,US
ABE,Lehigh Valley International Airport,Allentown,US
AMA,Amarillo International Airport,Amarillo,US
ANC,Ted Stevens International Airport,Anchorage,US
ATW,Outagamie County Airport,Appleton,US
ACV,Arcata Airport,Arcata/Eureka,US
AVL,Asheville Regional Airport,Asheville,US
ASE,Pitkin County Airport,Aspen,US
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,US
ACY,Atlantic City International Airport,Atlantic City,US
AUS,Austin-Bergstrom International Airport,Austin,US
BFL,Meadows Field,Bakersfield,US
BWI,Balt./Wash. International Airport,Baltimore,US
BGR,Bangor International Airport,Bangor,US
BTR,Ryan Airport,Baton Rouge,US
BIL,Logan International Airport,Billings,US
BGM,Binghamton Airport,Binghamton,US
BHM,Birmingham Airport,Birmingham,US
BIS,Bismarck Airport - North Dakota,Bismarck,US
BOI,Boise Air Terminal (Gowen Field),Boise,US
BOS,Logan International Airport,Boston,US
BZN,Yellowstone International Airport,Bozeman,US
BRO,South Padre Island International Airport,Brownsville,US
BUF,Buffalo Niagara International Airport,Buffalo,US
BUR,Bob Hope Airport,Burbank,US
BTV,Burlington International Airport,Burlington,US
CPR,Natrona County International Airport,Casper,US
CID,Cedar Rapids Airport,Cedar Rapids,US
CHS,Charleston International/AFB,Charleston,US
CRW,Yeager Airport,Charleston,US
CLT,Douglas Airport,Charlotte,US
CHO,Albemarle Airport,Charlottesville,US
ORD,O'Hare International Airport - Illinois,Chicago,US
CVG,Cincinnati/Northern Kentucky Airport,Cincinnati,US
CKB,Benedum Airport,Clarksburg,US
CLE,Hopkins International Airport,Cleveland,US
COD,Yellowstone Regional Airport - Wyoming,Cody,US
CLL,Easterwood Field,College Station,US
COS,Municipal Airport,Colorado Springs,US
CAE,Columbia Metropolitan Airport,Columbia,US
CMH,Port Columbus International Airport,Columbus,US
CRP,Corpus Christi International Airport,Corpus Christi,US
DFW,Dallas/Ft. Worth International Airport,Dallas,US
DAY,James Cox Dayton International Airport,Dayton,US
DEN,Denver International Airport,Denver,US
DSM,Des Moines Airport,Des Moines,US
DTW,Wayne County Airport,Detroit,US
DVL,Devils Lake Airport,Devils Lake,US
DIK,Dickinson Airport,Dickinson,US
DUJ,Jefferson County Airport,Dubois,US
DLH,Duluth International Airport,Duluth,US
DRO,La Plata County Airport,Durango,US
EAU,Eau Claire Airport,Eau Claire,US
ELP,El Paso International Airport - Texas,El Paso,US
ELM,Elmira Regional Airport - Iowa,Elmira,US
ERI,Erie International Airport - Pennsylvania,Erie,US
EUG,Mahlon Sweet Field Airport,Eugene,US
EVV,Dress Regional Airport,Evansville,US
FAI,Fairbanks International Airport,Fairbanks,US
FAR,Hector Field,Fargo,US
FAY,Fayetteville Municipal Airport,Fayetteville,US
XNA,Northwest Arkansas Regional Airport - Arkansas,Fayetteville,US
FNT,Bishop Airport,Flint,US
FLL,Ft. Lauderdale International Airport,Fort Lauderdale,US
RSW,Southwest Florida Regional Airport - Florida,Fort Myers,US
VPS,Fort Walton Beach/Destin Airport,Fort Walton Beach,US
FWA,Fort Wayne Municipal Airport/Baer Field,Fort Wayne,US
FAT,Fresno Yosemite Int'l,Fresno,US
GNV,Gainesville Regional Airport,Gainesville,US
GCC,Campbell County Airport - Wyoming,Gillette,US
GJT,Grand Junction Regional Airport,Grand Junction,US
GRR,Gerald R. Ford Intl Airport - Michigan,Grand Rapids,US
GTF,Great Falls International Airport - Montana,Great Falls,US
GRB,Austin-Straubel Field,Green Bay,US
GSO,Piedmont Triad International Airport - North Carolina,Greensboro/High Point,US
GSP,Greenville-Spartanburg Airport - South Carolina,Greenville,US
GPT,Biloxi Regional Airport,Gulfport,US
GUC,Gunnis-Crested Butte Airport - Colorado,Gunnison,US
SUN,Friedman Memorial Airport,Hailey/Sun Valley,US
CMX,Houghton County Airport,Hancock,US
HRL,Valley International Airport,Harlingen,US
MDT,Harrisburg International Airport - Pennsylvania,Harrisburg,US
BDL,Bradley International Airport - Connecticut,Hartford,US
HDN,Yampa Valley Airport - Colorado,Hayden,US
HYS,Hays Municipal Airport,Hays,US
HLN,Helena Regional Airport,Helena,US
ITO,Hilo International Airport,Hilo,US
HOB,Lea County Regional,Hobbs,US
HNL,Honolulu International Airport - Hawaii,Honolulu,US
IAH,George Bush Intercontinental Airport - Texas,Houston,US
HSV,Huntsville International Airport - Alabama,Huntsville,US
IDA,Idaho Falls Regional Airport - Idaho,Idaho Falls,US
IND,Indianapolis International Airport - Indiana,Indianapolis,US
ITH,Tompkins County Airport - New York,Ithaca,US
JAC,Jackson Hole Airport - Wyoming,Jackson,US
JAN,Jackson-Evers International Airport - Mississippi,Jackson,US
JAX,Jacksonville International Airport - Florida,Jacksonville,US
JMS,Jamestown Airport,Jamestown,US
JST,Cambria County Airport,Johnstown,US
OGG,Kahului Airport - Hawaii,Kahului,US
FCA,Glacier Park International Airport - Montana,Kalispell,US
MCI,Kansas City International Airport - Missouri,Kansas City,US
EYW,Key West International Airport,Key West,US
GRK,Gray Army Air Field,Killeen,US
TYS,Mc Ghee Tyson Airport - Tennessee,Knoxville,US
KOA,Keahole Airport - Hawaii,Kona,US
LFT,Lafayette Regional Airport,Lafayette,US
LCH,Lake Charles Municipal Airport,Lake Charles,US
LAN,Capital City Airport - Michigan,Lansing,US
LAR,Laramie Regional Airport,Laramie,US
LRD,Laredo International Airport,Laredo,US
LAS,McCarran International Airport - Nevada,Las Vegas,US
LWB,Greenbrier Valley Airport,Lewisburg,US
LEX,Blue Grass Airport - Kentucky,Lexington,US
LIH,Lihue Airport - Hawaii,Lihue,US
LNK,Lincoln Municipal Airport - Nebraska,Lincoln,US
LIT,Clinton National Airport - Arkansas,Little Rock,US
LAX,Los Angeles International Airport - California,Los Angeles,US
SDF,Standiford Field - Kentucky,Louisville,US
LBB,Lubbock International Airport,Lubbock,US
MSN,Dane County Regional Airport - Wisconsin,Madison,US
MMH,Mammoth Yosemite Airport,Mammoth Lakes,US
MHT,Manchester-Boston Municipal Airport - New Hampshire,Manchester,US
MFE,Miller International Airport,McAllen,US
MFR,Rogue Valley International Airport - Oregon,Medford,US
MEM,Memphis International Airport - Tennessee,Memphis,US
MIA,Miami International Airport - Florida,Miami,US
MAF,Odessa Regional Airport,Midland,US
MKE,General Mitchell Airport - Wisconsin,Milwaukee,US
MSP,St Paul International Airport - North Dakota,Minneapolis,US
MOT,Minot International Airport,Minot,US
MSO,Missoula International Airport - Montana,Missoula,US
MOB,Mobile Municipal Airport - Alabama,Mobile,US
MLI,Quad-City Airport - Illinois,Moline,US
MLU,Monroe Municipal Airport,Monroe,US
MRY,Monterey Regional Airport,Monterey/Carmel,US
MTJ,Montrose Regional Airport - Colorado,Montrose,US
MGW,Morgantown Airport,Morgantown,US
MKG,Muskegon Airport,Muskegon,US
MYR,Myrtle Beach Air Force Base,Myrtle Beach,US
ACK,Nantucket Memorial Airport,Nantucket,US
BNA,Nashville Metropolitan Airport,Nashville,US
MSY,Louis Armstrong International Airport - Louisiana,New Orleans,US
JFK,John F. Kennedy International Airport - New York,New York-John F. Kennedy,US
LGA,La Guardia Airport - New York,New York-La Guardia,US
EWR,Newark Liberty International Airport,New York-Newark Liberty,US
ORF,Norfolk International Airport - Virginia,Norfolk,US
OTH,Southwest Oregon Regional Airport,North Bend,US
OKC,Will Rogers Airport - Oklahoma,Oklahoma City,US
OMA,Eppley Airfield - Nebraska,Omaha,US
ONT,Ontario International Airport - California,Ontario,US
MCO,Orlando International Airport - Florida,Orlando,US
PAH,Barkley Regional Airport,Paducah,US
PSP,Palm Springs International Airport - California,Palm Springs,US
ECP,NW Florida Beaches International Airport,Panama City,US
PKB,Wood County Airport,Parkersburg,US
PSC,Tri-Cities Airport - Washington,Pasco,US
PNS,Pensacola International Airport - Florida,Pensacola,US
PIA,Greater Peoria Airport - Illinois,Peoria,US
PHL,Philadelphia International Airport - Pennsylvania,Philadelphia,US
PHX,Sky Harbor International Airport - Arizona,Phoenix,US
PIT,Pittsburgh International Airport - Pennsylvania,Pittsburgh,US
PDX,Portland International Airport - Oregon,Portland,US
PWM,Portland International Jetport - Maine,Portland,US
PVD,Theodore Francis Airport - Rhode Island,Providence,US
PUB,Pueblo Memorial Airport,Pueblo,US
RDU,Raleigh/Durham Airport - North Carolina,Raleigh/Durham,US
RAP,Rapid City Regional Airport - South Dakota,Rapid City,US
RDD,Redding Municipal Airport - California,Redding,US
RDM,Roberts Field Airport - Oregon,Redmond/Bend,US
RNO,Reno/Tahoe International Airport - Nevada,Reno,US
RIC,Richmond International Airport (Byrd Field) - Virginia,Richmond,US
ROA,Roanoke Municipal Airport - Virginia,Roanoke,US
ROC,Monroe County Airport - New York,Rochester,US
RKS,Sweetwater County Airport - Wyoming,Rock Springs,US
